                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.83713,                0.74806,                0.94049,                0.77926,                0.66667,                0.76862,                0.51479,                 1.3364,                 1.5446,                 1.1132,               0.005149,               0.005149,               0.005149
                    149,                0.79708,                  0.731,                0.94513,                0.77926,                0.66667,                0.76862,                0.51479,                 1.3364,                 1.5446,                 1.1132,               0.005116,               0.005116,               0.005116
                    150,                0.94391,                0.90614,                0.97799,                0.77926,                0.66667,                0.76862,                0.51479,                 1.3364,                 1.5446,                 1.1132,               0.005083,               0.005083,               0.005083
                    151,                0.87318,                0.78993,                0.94934,                0.86703,                0.72493,                0.81468,                0.53548,                 1.2947,                 1.3529,                 1.0945,                0.00505,                0.00505,                0.00505
                    152,                0.95717,                0.85159,                0.95097,                0.86703,                0.72493,                0.81468,                0.53548,                 1.2947,                 1.3529,                 1.0945,               0.005017,               0.005017,               0.005017
                    153,                  1.007,                 0.8006,                0.95126,                0.86703,                0.72493,                0.81468,                0.53548,                 1.2947,                 1.3529,                 1.0945,               0.004984,               0.004984,               0.004984
                    154,                0.88478,                0.77147,                0.91323,                0.86703,                0.72493,                0.81468,                0.53548,                 1.2947,                 1.3529,                 1.0945,               0.004951,               0.004951,               0.004951
                    155,                0.94039,                0.81289,                0.99434,                0.88642,                0.74074,                0.82105,                0.52342,                 1.4391,                 1.4229,                 1.1609,               0.004918,               0.004918,               0.004918
                    156,                0.91976,                0.80197,                0.95811,                0.88642,                0.74074,                0.82105,                0.52342,                 1.4391,                 1.4229,                 1.1609,               0.004885,               0.004885,               0.004885
                    157,                0.93667,                 0.7891,                 1.0199,                0.88642,                0.74074,                0.82105,                0.52342,                 1.4391,                 1.4229,                 1.1609,               0.004852,               0.004852,               0.004852
                    158,                0.88696,                0.76399,                0.95275,                0.88642,                0.74074,                0.82105,                0.52342,                 1.4391,                 1.4229,                 1.1609,               0.004819,               0.004819,               0.004819
                    159,                0.90335,                 1.0626,                 1.0342,                0.80055,                0.55556,                0.74393,                0.42814,                 1.5279,                 1.7112,                 1.1927,               0.004786,               0.004786,               0.004786
                    160,                0.91155,                0.86401,                0.98743,                0.80055,                0.55556,                0.74393,                0.42814,                 1.5279,                 1.7112,                 1.1927,               0.004753,               0.004753,               0.004753
                    161,                 1.1993,                0.86113,                 1.0452,                0.80055,                0.55556,                0.74393,                0.42814,                 1.5279,                 1.7112,                 1.1927,                0.00472,                0.00472,                0.00472
                    162,                0.87904,                0.74118,                0.97088,                0.80055,                0.55556,                0.74393,                0.42814,                 1.5279,                 1.7112,                 1.1927,               0.004687,               0.004687,               0.004687
                    163,                 1.0649,                0.83939,                 1.0104,                0.79822,                0.58634,                0.70496,                0.48243,                 1.3246,                 1.6299,                 1.0915,               0.004654,               0.004654,               0.004654
                    164,                0.88935,                0.85061,                0.98754,                0.79822,                0.58634,                0.70496,                0.48243,                 1.3246,                 1.6299,                 1.0915,               0.004621,               0.004621,               0.004621
                    165,                0.95268,                 0.8265,                0.96319,                0.79822,                0.58634,                0.70496,                0.48243,                 1.3246,                 1.6299,                 1.0915,               0.004588,               0.004588,               0.004588
                    166,                0.91443,                0.85728,                0.95828,                0.79822,                0.58634,                0.70496,                0.48243,                 1.3246,                 1.6299,                 1.0915,               0.004555,               0.004555,               0.004555
                    167,                0.77496,                0.75968,                0.92546,                0.90513,                0.70682,                 0.8208,                0.52758,                 1.2869,                 1.4738,                 1.0701,               0.004522,               0.004522,               0.004522
                    168,                0.89536,                0.73867,                0.94725,                0.90513,                0.70682,                 0.8208,                0.52758,                 1.2869,                 1.4738,                 1.0701,               0.004489,               0.004489,               0.004489
